8.77E-01,8.77E-01,8.77E-01,8.77E-01,8.77E-01,8.77E-01
1.15E+00,1.15E+00,1.15E+00,1.15E+00,1.15E+00,1.15E+00
8.38E-01,8.38E-01,8.38E-01,8.38E-01,8.38E-01,8.38E-01
9.24E-01,9.24E-01,9.24E-01,9.24E-01,9.24E-01,9.24E-01
9.38E-01,9.38E-01,9.38E-01,9.38E-01,9.38E-01,9.38E-01
1.06E+00,1.06E+00,1.06E+00,1.06E+00,1.06E+00,1.06E+00
1.07E+00,1.07E+00,1.07E+00,1.07E+00,1.07E+00,1.07E+00
1.06E+00,1.06E+00,1.06E+00,1.06E+00,1.06E+00,1.06E+00
8.46E-01,8.46E-01,8.46E-01,8.46E-01,8.46E-01,8.46E-01
9.75E-01,9.75E-01,9.75E-01,9.75E-01,9.75E-01,9.75E-01
8.69E-01,8.69E-01,8.69E-01,8.69E-01,8.69E-01,8.69E-01
1.08E+00,1.08E+00,1.08E+00,1.08E+00,1.08E+00,1.08E+00
1.11E+00,1.11E+00,1.11E+00,1.11E+00,1.11E+00,1.11E+00
1.04E+00,1.04E+00,1.04E+00,1.04E+00,1.04E+00,1.04E+00
1.19E+00,1.19E+00,1.19E+00,1.19E+00,1.19E+00,1.19E+00
8.81E-01,8.81E-01,8.81E-01,8.81E-01,8.81E-01,8.81E-01
1.09E+00,1.09E+00,1.09E+00,1.09E+00,1.09E+00,1.09E+00
8.35E-01,8.35E-01,8.35E-01,8.35E-01,8.35E-01,8.35E-01
8.07E-01,8.07E-01,8.07E-01,8.07E-01,8.07E-01,8.07E-01
8.38E-01,8.38E-01,8.38E-01,8.38E-01,8.38E-01,8.38E-01
9.87E-01,9.87E-01,9.87E-01,9.87E-01,9.87E-01,9.87E-01
1.17E+00,1.17E+00,1.17E+00,1.17E+00,1.17E+00,1.17E+00
1.07E+00,1.07E+00,1.07E+00,1.07E+00,1.07E+00,1.07E+00
8.51E-01,8.51E-01,8.51E-01,8.51E-01,8.51E-01,8.51E-01
1.15E+00,1.15E+00,1.15E+00,1.15E+00,1.15E+00,1.15E+00
1.11E+00,1.11E+00,1.11E+00,1.11E+00,1.11E+00,1.11E+00
1.13E+00,1.13E+00,1.13E+00,1.13E+00,1.13E+00,1.13E+00
1.15E+00,1.15E+00,1.15E+00,1.15E+00,1.15E+00,1.15E+00
1.10E+00,1.10E+00,1.10E+00,1.10E+00,1.10E+00,1.10E+00
1.18E+00,1.18E+00,1.18E+00,1.18E+00,1.18E+00,1.18E+00
1.06E+00,1.06E+00,1.06E+00,1.06E+00,1.06E+00,1.06E+00
1.19E+00,1.19E+00,1.19E+00,1.19E+00,1.19E+00,1.19E+00
1.18E+00,1.18E+00,1.18E+00,1.18E+00,1.18E+00,1.18E+00
1.08E+00,1.08E+00,1.08E+00,1.08E+00,1.08E+00,1.08E+00
1.04E+00,1.04E+00,1.04E+00,1.04E+00,1.04E+00,1.04E+00
8.48E-01,8.48E-01,8.48E-01,8.48E-01,8.48E-01,8.48E-01
9.73E-01,9.73E-01,9.73E-01,9.73E-01,9.73E-01,9.73E-01
1.15E+00,1.15E+00,1.15E+00,1.15E+00,1.15E+00,1.15E+00
1.02E+00,1.02E+00,1.02E+00,1.02E+00,1.02E+00,1.02E+00
9.55E-01,9.55E-01,9.55E-01,9.55E-01,9.55E-01,9.55E-01
1.06E+00,1.06E+00,1.06E+00,1.06E+00,1.06E+00,1.06E+00
1.01E+00,1.01E+00,1.01E+00,1.01E+00,1.01E+00,1.01E+00
9.43E-01,9.43E-01,9.43E-01,9.43E-01,9.43E-01,9.43E-01
1.11E+00,1.11E+00,1.11E+00,1.11E+00,1.11E+00,1.11E+00
1.01E+00,1.01E+00,1.01E+00,1.01E+00,1.01E+00,1.01E+00
1.12E+00,1.12E+00,1.12E+00,1.12E+00,1.12E+00,1.12E+00
